Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
3982,17c8fb77-852a-4d13-a6d5-10c754976670,621870.0,Landing Page Submission,Google,No,No,1.0,81.0,1.0,Converted to Lead,India,Operations Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,0.0
80,d4d4ee0a-fea2-4680-b2ea-b24de9fcf0be,659708.0,API,Google,No,No,2.0,393.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,No,Email Opened,0.0
451,77d95b1e-fde7-493a-a4fd-a38bacccbb95,655497.0,Landing Page Submission,Direct Traffic,No,No,8.0,321.0,4.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened,0.0
7160,0d8e6d57-95af-4429-9905-8affe87e9541,594569.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
9040,490651c6-71e7-4c28-bf56-1d4a9b804cef,581103.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified,1.0
6360,9b65c0ae-bde0-44cb-aeee-a75b60792a40,601107.0,Landing Page Submission,Direct Traffic,No,No,6.0,267.0,1.2,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent,1.0
579,eda6996c-7d0b-46ce-ad60-f2ee9c85c148,654278.0,API,Organic Search,No,No,13.0,99.0,13.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Select,01.High,02.Medium,18.0,15.0,No,No,Modified,0.0
4069,eb9168c0-b629-472b-8a09-e549b21b876d,620979.0,Landing Page Submission,Google,No,No,7.0,875.0,1.75,Email Link Clicked,India,Retail Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Email Link Clicked,1.0
6739,0ed96da5-d5a4-4394-bb9c-4868863546f4,598116.0,Landing Page Submission,Direct Traffic,No,No,4.0,72.0,4.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Mumbai,,,,,No,Yes,Modified,1.0
1359,a201645b-cd79-4b82-9c7e-a01cb573cab7,645640.0,Landing Page Submission,Organic Search,No,No,4.0,1121.0,4.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,SMS Sent,1.0
4709,d28def7a-f3be-47e4-a1f0-9be0dcd642e0,614630.0,Landing Page Submission,Direct Traffic,No,No,1.0,45.0,1.0,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Metro Cities,,,,,No,Yes,Modified,0.0
8358,07e28415-ffec-4344-908b-81ff03460dac,586071.0,Landing Page Submission,Direct Traffic,No,No,3.0,342.0,3.0,Page Visited on Website,India,Business Administration,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Other Leads,Mumbai,03.Low,01.High,11.0,18.0,No,Yes,Modified,0.0
1907,4504380f-1932-41bb-833d-3dcb87b99fa2,641129.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent,1.0
3483,e191fd45-616d-4e9e-8adb-79a9ad4fa831,627062.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
4120,1b70883d-3a26-45fd-b3ec-2796de4838ea,620468.0,Landing Page Submission,Google,No,No,3.0,210.0,3.0,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,No,Email Opened,0.0
2561,ccfd48ba-b5ce-4028-be18-c1f63de1a82d,634911.0,Landing Page Submission,Google,No,No,3.0,280.0,3.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified,0.0
2145,a1ed3b8d-ad87-4a32-95f6-c9cce96580e5,639181.0,Lead Add Form,Reference,Yes,No,,1606.0,,Email Bounced,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified,1.0
3974,7a17a265-6ad5-45a6-bee3-935f6aab72f2,621998.0,Landing Page Submission,Organic Search,No,No,6.0,208.0,6.0,Page Visited on Website,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Modified,0.0
5325,de7b4722-aa42-433f-8ac8-1e4ce74893d5,608990.0,API,Google,No,No,2.0,213.0,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
6523,0ab0bf4a-42a4-4194-87ad-a5f0dce08e3a,599724.0,Landing Page Submission,Direct Traffic,No,No,5.0,813.0,2.5,SMS Sent,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,SMS Sent,1.0
5818,733e2eab-de08-488e-869a-9b6f261eaa70,605228.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,1.0
7030,c9f84891-33ef-412d-8c8c-54d1c8cc7e58,595728.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
464,156dcdb7-5066-4523-9165-e88cb6d14fb1,655382.0,API,Referral Sites,No,No,4.0,248.0,2.0,Olark Chat Conversation,United States,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,14.0,13.0,No,No,Modified,0.0
5590,f2289c7f-3a7b-484a-9044-ac89592f59aa,607097.0,API,Organic Search,No,No,3.0,871.0,3.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened,0.0
436,3f78a489-a8f9-43d7-b169-2b35c318f338,655682.0,Landing Page Submission,Direct Traffic,No,No,3.0,46.0,3.0,Email Link Clicked,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Link Clicked,0.0
6779,d7e7b4e7-cc0d-4598-a0b5-d75dd59c5306,597857.0,API,Google,No,No,2.0,96.0,2.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
3444,49288cd2-7c1c-414b-b0fa-ee405d529596,627327.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
7334,01768ee7-afec-47ac-9a98-018b9961de5e,593124.0,API,Google,No,No,2.0,987.0,1.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,1.0
5619,63465059-ffa4-41c2-a501-bd89b710ec59,606878.0,Landing Page Submission,Direct Traffic,No,No,4.0,173.0,2.0,Email Opened,United Arab Emirates,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,Yes,Email Opened,0.0
7659,acbe375a-c25c-4621-93db-a4cb824ade3e,591065.0,Landing Page Submission,Direct Traffic,No,No,1.0,118.0,1.0,Converted to Lead,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,01.High,02.Medium,16.0,15.0,No,Yes,Modified,0.0
6061,920475de-b992-41a5-b8bd-737eb6a39b10,603330.0,Landing Page Submission,Direct Traffic,No,No,5.0,216.0,5.0,Email Opened,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,0.0
3446,a05293a3-52b0-4675-81f0-74abb5faa0d1,627307.0,Landing Page Submission,Google,No,No,2.0,950.0,2.0,Page Visited on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1.0
6213,eef7ac07-6043-4c93-b0bf-c4fd784a0a17,602110.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
7199,25eb7957-6257-441e-a915-198883fef5b3,594218.0,Landing Page Submission,Direct Traffic,No,No,3.0,1348.0,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Mumbai,,,,,No,Yes,Modified,1.0
8396,3b89502f-c6b2-4bce-a96e-cf0a62f9ff10,585757.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,0.0
175,608e26ab-09fb-4fcb-a394-570dbed2504d,658656.0,API,Google,No,No,1.0,250.0,1.0,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0
735,16a997f7-a382-4cb5-b382-6a27c0a3d068,652822.0,Landing Page Submission,Google,No,No,4.0,328.0,4.0,SMS Sent,India,Supply Chain Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,0.0
3820,c74f42aa-177c-457e-b5b8-93f3c8a2d660,623455.0,Landing Page Submission,Direct Traffic,No,No,3.0,1049.0,3.0,Unreachable,Oman,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Potential Lead,Other Cities,02.Medium,01.High,15.0,18.0,No,Yes,Modified,1.0
3850,502ce999-b1be-43f4-bf94-0d6ff5f016c9,623183.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,0.0
555,a5e28e6f-228c-4baa-9bfe-4d201a786bb9,654499.0,API,Organic Search,No,No,3.0,316.0,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0
3490,8a262eb2-dfb3-4374-90df-0f14025146d8,626996.0,Landing Page Submission,Direct Traffic,No,No,5.0,358.0,2.5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Modified,0.0
8799,2027cf10-c3c1-4d1a-bec0-ccbdecaa54b2,582721.0,Landing Page Submission,Google,No,No,4.0,18.0,4.0,SMS Sent,India,"Banking, Investment And Insurance",Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,03.Low,01.High,12.0,18.0,No,Yes,Modified,0.0
9228,40d3b3cf-d939-49ff-bea5-60e8d4025104,579717.0,Landing Page Submission,Google,No,No,4.0,1944.0,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,Modified,1.0
8215,f7607056-bc69-49f4-b9fe-6c783af719b3,587205.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
1358,75371b3e-4821-457c-b140-e14c8c64b07a,645657.0,API,Google,No,No,2.0,923.0,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,1.0
8818,eb9358c8-70d2-4a15-bad1-bbd2fb780167,582607.0,API,Google,No,No,3.0,1320.0,1.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Olark Chat Conversation,1.0
4176,74eb6d25-0714-435f-b995-0e07bc9e16ae,619821.0,Landing Page Submission,Direct Traffic,No,No,3.0,500.0,3.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
414,5f1d08c3-186f-43dd-9eec-e50cedda41cf,656031.0,API,Organic Search,No,No,2.0,236.0,2.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
338,143158a9-2786-4481-bbfb-312dda770c59,656852.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified,0.0
6775,01cb6c3a-4870-4d8e-ab0c-0ec09dfa08bb,597890.0,Landing Page Submission,Direct Traffic,No,No,4.0,432.0,4.0,Email Opened,India,Marketing Management,Student of SomeSchool,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,No,Email Opened,0.0
3156,b3ad17bf-e961-4d53-9eb9-d31dd287148d,629707.0,Landing Page Submission,Direct Traffic,No,No,2.0,42.0,2.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,0.0
8801,e4bc0f65-cafb-4c5d-8dfb-dc28501ed1ff,582709.0,Landing Page Submission,Organic Search,No,No,6.0,1713.0,6.0,SMS Sent,Hong Kong,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent,1.0
8280,3e3dad74-fbb0-4b98-8a0d-a391383cd599,586641.0,API,Google,No,No,2.0,498.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,10.0,15.0,No,No,Email Opened,0.0
32,c7d82991-3477-40ca-a616-db2d09228a55,660361.0,API,Referral Sites,No,No,4.0,223.0,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,15.0,13.0,No,No,Modified,0.0
2016,54ccbb30-97f2-4161-b3d2-9eceda53bdb7,640135.0,Landing Page Submission,Google,No,No,4.0,1046.0,4.0,SMS Sent,India,"Banking, Investment And Insurance",Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Modified,1.0
7862,4ea08af9-502f-4be7-915e-c95d6a0f9313,589466.0,Landing Page Submission,Google,No,No,27.0,340.0,3.38,Email Opened,India,Hospitality Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
926,ca1bf6bc-2fcf-4779-bdbe-cbf6f3f4c5e4,650488.0,Landing Page Submission,blog,No,No,4.0,677.0,4.0,Email Opened,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened,0.0
8169,6e3beef1-3664-4513-bd48-86f9efab5a55,587471.0,Landing Page Submission,Google,No,No,4.0,166.0,4.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,No,No,SMS Sent,0.0
3453,efacfcdf-5ed1-40ea-b78e-31bdc168968e,627274.0,Landing Page Submission,Google,No,No,3.0,407.0,3.0,Email Opened,India,Operations Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
3219,923502de-6eb4-4912-a118-5cf44e1745fe,629287.0,API,Google,No,No,3.0,1324.0,1.5,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
1092,70377fdd-7ff3-4750-aa3a-21958dfa13ca,648331.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,01.High,02.Medium,16.0,16.0,No,No,Modified,1.0
7258,8debb6a1-f78d-4182-8271-1a893ed024dd,593827.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
8541,d0694c4f-1747-4065-9c5b-74baa1f9ab82,584528.0,API,Olark Chat,No,No,11.0,1882.0,2.75,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Yes,No,No,No,No,No,Yes,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0
1142,498bc0da-4e52-11e6-96be-22000aa8e760,647993.0,Lead Import,Facebook,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,No,Modified,0.0
4796,04084526-2cbc-4002-ac02-146c937d579c,613976.0,API,Google,No,No,3.0,18.0,1.5,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0
6864,bdeb592b-9db3-47b3-a898-e8ae531b837f,596989.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Select,Select,,,,,No,No,Email Opened,0.0
254,b032c3eb-5aaa-461a-91b8-c4262b51742c,657741.0,API,Organic Search,No,No,2.0,631.0,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Modified,1.0
1719,11ecbb44-5e94-42ce-bca5-507126c0d299,642719.0,Landing Page Submission,Organic Search,No,No,4.0,436.0,4.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Other Cities,03.Low,02.Medium,10.0,14.0,No,Yes,Email Opened,0.0
6278,3b1306e6-7b50-4b6b-90d1-3bb1612d83c2,601705.0,Landing Page Submission,Google,No,No,2.0,339.0,2.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,0.0
7040,305e4cd7-bf63-4592-97ec-46e54ab4f167,595681.0,API,Google,No,No,3.0,1575.0,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
5449,35326041-8216-485c-b442-e4b849dd19fa,608161.0,Landing Page Submission,Google,No,No,3.0,983.0,3.0,Email Opened,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,No,Email Opened,0.0
7447,c234c5c8-b488-4838-a131-18e2cfffa772,592426.0,API,Google,No,No,2.0,871.0,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Modified,0.0
2164,65c8f628-c1d6-4c6d-9646-aee5904398d8,639044.0,API,Google,No,No,2.0,393.0,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,0.0
7898,23d2d3f5-2de9-4fb9-92be-d3758c78d79b,589246.0,Landing Page Submission,Direct Traffic,No,No,3.0,27.0,3.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened,0.0
4050,01d6d18a-39e3-48de-9e93-2ec63b2ace60,621198.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,SMS Sent,,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,SMS Sent,1.0
2307,23f45ed6-f34c-4015-9b0a-581cf7fb79ee,637409.0,API,Olark Chat,No,No,12.0,333.0,4.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,Yes,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened,1.0
7646,2b1ab90f-9f22-4e14-87de-430bd8211d84,591132.0,Landing Page Submission,Direct Traffic,No,No,4.0,359.0,1.33,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Tier II Cities,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent,0.0
6958,0affe4a4-6458-4534-94e6-6ea093c79806,596280.0,API,Olark Chat,Yes,No,3.0,738.0,1.5,Form Submitted on Website,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Other Cities,03.Low,03.Low,12.0,12.0,No,Yes,Modified,0.0
586,6be73ca2-525d-11e6-96be-22000aa8e760,654174.0,Lead Import,Facebook,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities,02.Medium,03.Low,13.0,12.0,No,No,Email Opened,0.0
1611,c8998352-a39e-42ae-85cd-661c9c1a34b4,643505.0,Landing Page Submission,Direct Traffic,No,No,5.0,300.0,5.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,1.0
9237,aac550fe-a586-452d-8d3c-f1b62c94e02c,579545.0,Landing Page Submission,Direct Traffic,Yes,No,2.0,199.0,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,SMS Sent,0.0
